locus_tag	ftype	length_bp	gene	EC_number	COG	product
SU343_00998	CDS	531	chrR_2	1.6.5.2	COG0431	Quinone reductase
SU343_00999	CDS	621				hypothetical protein
SU343_01000	CDS	675	yciB			intracellular septation protein A
SU343_01001	CDS	2040	ftsY			Signal recognition particle receptor FtsY
SU343_01002	CDS	1341	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
SU343_01003	CDS	885	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
SU343_01004	CDS	162				hypothetical protein
SU343_01005	CDS	567				hypothetical protein
SU343_01006	CDS	1020			COG2220	Uncharacterized protein Rv0906
SU343_01007	CDS	540				hypothetical protein
SU343_01008	CDS	1218	zapE		COG1485	Cell division protein ZapE
SU343_01009	CDS	429				hypothetical protein
SU343_01010	CDS	969	mdh	1.1.1.37		Malate dehydrogenase
SU343_01011	CDS	1194	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
SU343_01012	CDS	372				hypothetical protein
SU343_01013	CDS	498				hypothetical protein
SU343_01014	CDS	903	sucD_1	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit alpha
SU343_01015	CDS	2988	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
SU343_01016	CDS	1278	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
SU343_01017	CDS	510				hypothetical protein
SU343_01018	CDS	756	ygfF	1.-.-.-		Uncharacterized oxidoreductase YgfF
SU343_01019	CDS	1407	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
SU343_01020	CDS	1068				hypothetical protein
SU343_01021	CDS	939	xerC_1		COG4973	Tyrosine recombinase XerC
SU343_01022	CDS	600	rimM			Ribosome maturation factor RimM
SU343_01023	CDS	699	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
SU343_01024	CDS	753				hypothetical protein
SU343_01025	CDS	546	rplS			50S ribosomal protein L19
SU343_01026	CDS	414	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
SU343_01027	CDS	537				hypothetical protein
SU343_01028	CDS	798	fliY_2		COG0834	L-cystine-binding protein FliY
SU343_01029	CDS	810	yxeN_1			Probable amino-acid permease protein YxeN
SU343_01030	CDS	636				hypothetical protein
SU343_01031	CDS	117				hypothetical protein
SU343_01032	CDS	1410	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
SU343_01033	CDS	1317				hypothetical protein
SU343_01034	CDS	1212				hypothetical protein
SU343_01035	CDS	363				hypothetical protein
SU343_01036	CDS	441				hypothetical protein
SU343_01037	CDS	459				hypothetical protein
SU343_01038	CDS	399				hypothetical protein
SU343_01039	CDS	1836	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
SU343_01040	CDS	438				hypothetical protein
SU343_01041	CDS	780	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
SU343_01042	CDS	1644	mdoB	2.7.8.20		Phosphoglycerol transferase I
SU343_01043	CDS	630			COG3132	UPF0502 protein PSPTO_2686
SU343_01044	CDS	426	osmC_1	1.11.1.15	COG1764	Peroxiredoxin OsmC
SU343_01045	CDS	228				hypothetical protein
SU343_01046	CDS	357				hypothetical protein
SU343_01047	CDS	528				hypothetical protein
SU343_01048	CDS	291				hypothetical protein
SU343_01049	CDS	1260	ubiI_1	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
SU343_01050	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
SU343_01051	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
SU343_01052	CDS	1362	amt			Ammonia channel
SU343_01053	CDS	276				hypothetical protein
SU343_01054	CDS	372				hypothetical protein
SU343_01055	CDS	2664				hypothetical protein
SU343_01056	CDS	681	lolA_1			Outer-membrane lipoprotein carrier protein
SU343_01057	CDS	807	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
SU343_01058	CDS	498				hypothetical protein
SU343_01059	CDS	459				hypothetical protein
SU343_01060	CDS	684	walR		COG0745	Transcriptional regulatory protein WalR
SU343_01061	CDS	534				hypothetical protein
SU343_01062	CDS	243				hypothetical protein
SU343_01063	CDS	933	gcvA_3			Glycine cleavage system transcriptional activator
SU343_01064	CDS	744				hypothetical protein
SU343_01065	CDS	417				hypothetical protein
SU343_01066	CDS	657	prmA_2	2.1.1.-		Ribosomal protein L11 methyltransferase
SU343_01067	CDS	426				hypothetical protein
SU343_01068	CDS	297	yciI		COG2350	Protein YciI
SU343_01069	CDS	1032	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
SU343_01070	CDS	1089	tsaD_2	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
SU343_01071	CDS	927	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
SU343_01072	CDS	711				hypothetical protein
SU343_01073	CDS	1473				hypothetical protein
SU343_01074	CDS	1602				hypothetical protein
SU343_01075	CDS	480				hypothetical protein
SU343_01076	CDS	717				hypothetical protein
SU343_01077	CDS	309				hypothetical protein
SU343_01078	CDS	1296	entS_1			Enterobactin exporter EntS
SU343_01079	CDS	1101	vioD	4.2.1.145		Capreomycidine synthase
SU343_01080	CDS	459	ros_1		COG4957	Transcriptional regulatory protein ros
SU343_01081	CDS	705				hypothetical protein
SU343_01082	CDS	1377	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
SU343_01083	CDS	1017		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
SU343_01084	CDS	2412	cga	3.2.1.3		Glucoamylase
SU343_01085	CDS	1014				hypothetical protein
SU343_01086	CDS	1470	mglA_2	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
SU343_01087	CDS	993				hypothetical protein
SU343_01088	CDS	948				hypothetical protein
SU343_01089	CDS	2073	fadJ_1		COG1024	Fatty acid oxidation complex subunit alpha
SU343_01090	CDS	1509	gbsA_1	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
SU343_01091	CDS	345				hypothetical protein
SU343_01092	CDS	342				hypothetical protein
SU343_01093	CDS	351				hypothetical protein
SU343_01094	CDS	1275	murG_1	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
SU343_01095	CDS	1074	potA_3	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
SU343_01096	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
SU343_01097	CDS	843	potB_1		COG1176	Spermidine/putrescine transport system permease protein PotB
SU343_01098	CDS	1065	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
SU343_01099	CDS	939				hypothetical protein
SU343_01100	CDS	1284	oleD	2.4.1.-		Oleandomycin glycosyltransferase
SU343_01101	CDS	1383	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
SU343_01102	CDS	1299	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
SU343_01103	CDS	771	pcaR		COG1414	Pca regulon regulatory protein
SU343_01104	CDS	858	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
SU343_01105	CDS	798	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
SU343_01106	CDS	1239	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
SU343_01107	CDS	1032				Purine-binding protein BAB2_0673
SU343_01108	CDS	1512	mglA_3	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
SU343_01109	CDS	309				hypothetical protein
SU343_01110	CDS	1056				hypothetical protein
SU343_01111	CDS	945				hypothetical protein
SU343_01112	CDS	768	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
SU343_01113	CDS	156				hypothetical protein
SU343_01114	CDS	942	ssuD_1	1.14.14.5		Alkanesulfonate monooxygenase
SU343_01115	CDS	684	rutB_3	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
SU343_01116	CDS	717	exbB		COG0811	Biopolymer transport protein ExbB
SU343_01117	CDS	468	exbD_1		COG0848	Biopolymer transport protein ExbD
SU343_01118	CDS	951				hypothetical protein
SU343_01119	CDS	321				hypothetical protein
SU343_01120	CDS	246				hypothetical protein
SU343_01121	CDS	1065				hypothetical protein
SU343_01122	CDS	96				hypothetical protein
SU343_01123	CDS	750				hypothetical protein
SU343_01124	tRNA	76				tRNA-Ala(cgc)
SU343_01125	CDS	291				hypothetical protein
SU343_01126	CDS	312				hypothetical protein
SU343_01127	CDS	882	hexR_2		COG1737	HTH-type transcriptional regulator HexR
SU343_01128	CDS	1068	malK_4	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
SU343_01129	CDS	771	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
SU343_01130	CDS	1233	malX		COG2182	Maltose/maltodextrin-binding protein
SU343_01131	CDS	870	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
SU343_01132	CDS	840	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
SU343_01133	CDS	1527				hypothetical protein
SU343_01134	CDS	2055	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
SU343_01135	CDS	435				hypothetical protein
SU343_01136	CDS	645	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
SU343_01137	CDS	612				hypothetical protein
SU343_01138	CDS	885	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
SU343_01139	CDS	252				hypothetical protein
SU343_01140	CDS	639	lemA		COG1704	Protein LemA
SU343_01141	CDS	846				hypothetical protein
SU343_01142	CDS	882				hypothetical protein
SU343_01143	CDS	639				hypothetical protein
SU343_01144	CDS	507	mshD_1	2.3.1.189		Mycothiol acetyltransferase
SU343_01145	CDS	534	ppa_1	3.6.1.1	COG0221	Inorganic pyrophosphatase
SU343_01146	CDS	594				hypothetical protein
SU343_01147	CDS	618				hypothetical protein
SU343_01148	CDS	1284				hypothetical protein
SU343_01149	CDS	339				hypothetical protein
SU343_01150	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA
SU343_01151	CDS	627				hypothetical protein
SU343_01152	CDS	942	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
SU343_01153	CDS	615	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
SU343_01154	CDS	327				hypothetical protein
SU343_01155	CDS	564				hypothetical protein
SU343_01156	CDS	4791	gdhB	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
SU343_01157	CDS	1377				hypothetical protein
SU343_01158	CDS	1617	purH		COG0138	Bifunctional purine biosynthesis protein PurH
SU343_01159	CDS	1725				hypothetical protein
SU343_01160	CDS	1419	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
SU343_01161	CDS	1014	htpX	3.4.24.-	COG0501	Protease HtpX homolog
SU343_01162	CDS	222				hypothetical protein
SU343_01163	CDS	666	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
SU343_01164	CDS	870				hypothetical protein
SU343_01165	CDS	1479				hypothetical protein
SU343_01166	CDS	1263				hypothetical protein
SU343_01167	CDS	741				hypothetical protein
SU343_01168	CDS	1956	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
SU343_01169	CDS	273				hypothetical protein
SU343_01170	CDS	1035	yhdN_1	1.1.1.-	COG0667	Aldo-keto reductase YhdN
SU343_01171	CDS	1281				hypothetical protein
SU343_01172	CDS	1233	ydhP_1		COG2814	Inner membrane transport protein YdhP
SU343_01173	CDS	906	dmlR_2			HTH-type transcriptional regulator DmlR
SU343_01174	CDS	1050	tas_1		COG0667	Protein tas
SU343_01175	CDS	663			COG0325	Pyridoxal phosphate homeostasis protein
SU343_01176	CDS	2625	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
SU343_01177	CDS	579				hypothetical protein
SU343_01178	CDS	2586				hypothetical protein
SU343_01179	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
SU343_01180	CDS	2184	priA	3.6.4.-	COG1198	Primosomal protein N'
SU343_01181	CDS	696	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
SU343_01182	CDS	396				hypothetical protein
SU343_01183	CDS	561	atpH		COG0712	ATP synthase subunit delta
SU343_01184	CDS	1530	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
SU343_01185	CDS	885	atpG		COG0224	ATP synthase gamma chain
SU343_01186	CDS	1581	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
SU343_01187	CDS	408	atpC			ATP synthase epsilon chain
SU343_01188	CDS	1500	mtlK_2	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
SU343_01189	CDS	1410	uxaC	5.3.1.12	COG1904	Uronate isomerase
SU343_01190	CDS	777	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
SU343_01191	CDS	360				hypothetical protein
SU343_01192	CDS	1422	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
SU343_01193	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
SU343_01194	tRNA	90				tRNA-Ser(cga)
SU343_01195	CDS	672	rplU_1			50S ribosomal protein L21
SU343_01196	CDS	270	rpmA		COG0211	50S ribosomal protein L27
SU343_01197	CDS	588				hypothetical protein
SU343_01198	CDS	552	mshD_2	2.3.1.189		Mycothiol acetyltransferase
SU343_01199	CDS	870				hypothetical protein
SU343_01200	CDS	1032	cgtA	3.6.5.-		GTPase Obg/CgtA
SU343_01201	CDS	1137	proB	2.7.2.11		Glutamate 5-kinase
SU343_01202	CDS	1287	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
SU343_01203	CDS	633	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
SU343_01204	CDS	1299	ycaD_1			Uncharacterized MFS-type transporter YcaD
SU343_01205	CDS	852	mscS		COG0668	Small-conductance mechanosensitive channel
SU343_01206	CDS	378	rsfS			Ribosomal silencing factor RsfS
SU343_01207	CDS	483	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
SU343_01208	CDS	1371	envC		COG4942	Murein hydrolase activator EnvC
SU343_01209	CDS	1332	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
SU343_01210	CDS	1182				hypothetical protein
SU343_01211	CDS	522	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
SU343_01212	CDS	1146	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
SU343_01213	CDS	423	rnk_1		COG0782	Regulator of nucleoside diphosphate kinase
SU343_01214	CDS	543	rnk_2			Regulator of nucleoside diphosphate kinase
SU343_01215	CDS	1257	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
SU343_01216	CDS	2154	clsA	2.7.8.-		Cardiolipin synthase A
SU343_01217	CDS	444				hypothetical protein
SU343_01218	CDS	576				hypothetical protein
SU343_01219	CDS	882	hdfR_2			HTH-type transcriptional regulator HdfR
SU343_01220	CDS	1497	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
SU343_01221	CDS	801	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
SU343_01222	CDS	330				hypothetical protein
SU343_01223	CDS	201				hypothetical protein
SU343_01224	CDS	174	ytcD_1		COG1733	Uncharacterized HTH-type transcriptional regulator YtcD
SU343_01225	CDS	312				hypothetical protein
SU343_01226	CDS	660				hypothetical protein
SU343_01227	CDS	936	dapAL	4.-.-.-		Uncharacterized DapA-like lyase
SU343_01228	CDS	1314	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
SU343_01229	CDS	1002		5.1.1.8		4-hydroxyproline 2-epimerase
SU343_01230	CDS	903	livH_5		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
SU343_01231	CDS	1596				hypothetical protein
SU343_01232	CDS	1476	btuD_3	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
SU343_01233	CDS	729	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
SU343_01234	CDS	348				hypothetical protein
SU343_01235	CDS	1116			COG0683	Leu/Ile/Val-binding protein homolog 3
SU343_01236	CDS	3459	mhpE	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
SU343_01237	CDS	261				hypothetical protein
SU343_01238	CDS	441				hypothetical protein
SU343_01239	CDS	336				hypothetical protein
SU343_01240	CDS	405	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
SU343_01241	CDS	798				hypothetical protein
SU343_01242	CDS	1191				hypothetical protein
SU343_01243	CDS	447				hypothetical protein
SU343_01244	CDS	840				hypothetical protein
SU343_01245	CDS	645				hypothetical protein
SU343_01246	CDS	825	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
SU343_01247	CDS	768	yoaE_1		COG0861	UPF0053 inner membrane protein YoaE
SU343_01248	CDS	468				hypothetical protein
SU343_01249	CDS	363				hypothetical protein
SU343_01250	CDS	393				hypothetical protein
SU343_01251	CDS	483				hypothetical protein
SU343_01252	CDS	261				hypothetical protein
SU343_01253	CDS	750			COG0217	Probable transcriptional regulatory protein aq_1575
SU343_01254	CDS	312				hypothetical protein
SU343_01255	CDS	477				hypothetical protein
SU343_01256	CDS	828	azoB_1	1.7.-.-		NAD(P)H azoreductase
SU343_01257	CDS	630				hypothetical protein
SU343_01258	CDS	222	rpmE		COG0254	50S ribosomal protein L31
SU343_01259	CDS	1803	msbA_2	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
SU343_01260	CDS	1488		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
SU343_01261	CDS	354				hypothetical protein
SU343_01262	CDS	429				hypothetical protein
SU343_01263	CDS	1032				hypothetical protein
SU343_01264	CDS	1062				hypothetical protein
SU343_01265	CDS	687	yqfA		COG1272	UPF0073 inner membrane protein YqfA
SU343_01266	CDS	801	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
SU343_01267	CDS	567	efp_1			Elongation factor P
SU343_01268	CDS	1041				hypothetical protein
SU343_01269	CDS	648	thiE_1	2.5.1.3		Thiamine-phosphate synthase
SU343_01270	CDS	906				hypothetical protein
SU343_01271	CDS	459	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
SU343_01272	CDS	729	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
SU343_01273	CDS	864				hypothetical protein
SU343_01274	CDS	552				hypothetical protein
SU343_01275	CDS	381				hypothetical protein
SU343_01276	CDS	534				hypothetical protein
SU343_01277	CDS	510	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
SU343_01278	CDS	270				hypothetical protein
SU343_01279	CDS	420				hypothetical protein
SU343_01280	CDS	621	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
SU343_01281	CDS	1038	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
SU343_01282	CDS	897				hypothetical protein
SU343_01283	CDS	879				hypothetical protein
SU343_01284	CDS	324				hypothetical protein
SU343_01285	CDS	483	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
SU343_01286	CDS	276				hypothetical protein
SU343_01287	CDS	387				hypothetical protein
SU343_01288	CDS	711	tolQ		COG0811	Protein TolQ
SU343_01289	CDS	453	exbD_2		COG0848	Biopolymer transport protein ExbD
SU343_01290	CDS	1158				hypothetical protein
SU343_01291	CDS	1311	tolB		COG0823	Protein TolB
SU343_01292	CDS	507				Outer membrane lipoprotein Omp16
SU343_01293	CDS	1113				hypothetical protein
SU343_01294	CDS	1368	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
SU343_01295	CDS	1929	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
SU343_01296	CDS	459				hypothetical protein
SU343_01297	CDS	837				hypothetical protein
SU343_01298	CDS	1353	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
SU343_01299	CDS	834				hypothetical protein
SU343_01300	CDS	774			COG3637	Putative adhesin RP828
SU343_01301	CDS	1176	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
SU343_01302	CDS	1602	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
SU343_01303	CDS	912				hypothetical protein
SU343_01304	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
SU343_01305	CDS	1710				hypothetical protein
SU343_01306	CDS	300	ccdB			Toxin CcdB
SU343_01307	CDS	243				hypothetical protein
SU343_01308	CDS	1821	uup		COG0488	ABC transporter ATP-binding protein uup
SU343_01309	CDS	645	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
SU343_01310	CDS	999	thiB		COG4143	Thiamine-binding periplasmic protein
SU343_01311	CDS	1659				hypothetical protein
SU343_01312	CDS	777	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
SU343_01313	CDS	1470	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
SU343_01314	CDS	864	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
SU343_01315	CDS	774	tcyA		COG0834	L-cystine-binding protein TcyA
SU343_01316	CDS	681	yecS_3		COG0765	L-cystine transport system permease protein YecS
SU343_01317	CDS	774	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
SU343_01318	CDS	582				hypothetical protein
SU343_01319	CDS	339	fdxA		COG1146	Ferredoxin-2
SU343_01320	CDS	387				hypothetical protein
SU343_01321	CDS	3390				hypothetical protein
SU343_01322	CDS	726	phaB_1	1.1.1.36		Acetoacetyl-CoA reductase
SU343_01323	CDS	1185	phaA_1	2.3.1.9		Acetyl-CoA acetyltransferase
SU343_01324	CDS	612				hypothetical protein
SU343_01325	CDS	420				hypothetical protein
SU343_01326	CDS	1020	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
SU343_01327	CDS	1143				hypothetical protein
SU343_01328	CDS	1089	citA	2.3.3.16	COG0372	Citrate synthase 1
SU343_01329	CDS	1131				hypothetical protein
SU343_01330	CDS	597				hypothetical protein
SU343_01331	CDS	462	nicA	1.17.2.1	COG2080	Nicotinate dehydrogenase subunit A
SU343_01332	CDS	2274	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
SU343_01333	CDS	606				hypothetical protein
SU343_01334	CDS	1176	bepF_1			Efflux pump periplasmic linker BepF
SU343_01335	CDS	3177	mdtC_1			Multidrug resistance protein MdtC
SU343_01336	CDS	159				hypothetical protein
SU343_01337	CDS	957				hypothetical protein
SU343_01338	CDS	204				hypothetical protein
SU343_01339	CDS	909				hypothetical protein
SU343_01340	CDS	1176	ybjJ_1			Inner membrane protein YbjJ
SU343_01341	CDS	465				hypothetical protein
SU343_01342	CDS	309				hypothetical protein
SU343_01343	CDS	798				hypothetical protein
SU343_01344	CDS	489				hypothetical protein
SU343_01345	CDS	1437	ttuE	2.7.1.40		Pyruvate kinase
SU343_01346	CDS	471				hypothetical protein
SU343_01347	CDS	1068	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
SU343_01348	CDS	609				hypothetical protein
SU343_01349	CDS	126	rpmJ		COG0257	50S ribosomal protein L36
SU343_01350	CDS	546				hypothetical protein
SU343_01351	CDS	1077	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
SU343_01352	CDS	498	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
SU343_01353	CDS	906				hypothetical protein
SU343_01354	CDS	540	sigH		COG1595	ECF RNA polymerase sigma factor SigH
SU343_01355	CDS	198				hypothetical protein
SU343_01356	CDS	1206	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
SU343_01357	CDS	462				hypothetical protein
SU343_01358	CDS	795	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
SU343_01359	CDS	651	glnP		COG0765	Probable glutamine ABC transporter permease protein GlnP
SU343_01360	CDS	666	glnM_1		COG0765	Probable glutamine ABC transporter permease protein GlnM
SU343_01361	CDS	873	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
SU343_01362	CDS	714	kdgR_1		COG1414	Transcriptional regulator KdgR
SU343_01363	CDS	204				hypothetical protein
SU343_01364	CDS	180				hypothetical protein
SU343_01365	CDS	1254	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
SU343_01366	CDS	855	mltF			Membrane-bound lytic murein transglycosylase F
SU343_01367	CDS	552		2.7.1.-		Chloramphenicol 3-O phosphotransferase
SU343_01368	CDS	753	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
SU343_01369	CDS	741	cypM_1	2.1.1.301		Cypemycin N-terminal methyltransferase
SU343_01370	CDS	2346	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
SU343_01371	CDS	756	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
SU343_01372	CDS	918		2.5.1.10		Farnesyl diphosphate synthase
SU343_01373	CDS	762	mtgA_1	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
SU343_01374	CDS	183	rpmF		COG0333	50S ribosomal protein L32
SU343_01375	CDS	507	lrp_3		COG1522	Leucine-responsive regulatory protein
SU343_01376	CDS	858	fliY_3		COG0834	L-cystine-binding protein FliY
SU343_01377	CDS	660	artQ_1		COG0765	Arginine transport system permease protein ArtQ
SU343_01378	CDS	675	yecS_4		COG0765	L-cystine transport system permease protein YecS
SU343_01379	CDS	954	gpuA_2	3.5.3.17	COG0010	Guanidinopropionase
SU343_01380	CDS	402				hypothetical protein
SU343_01381	CDS	432				hypothetical protein
SU343_01382	CDS	234				hypothetical protein
SU343_01383	CDS	522			COG1733	Uncharacterized HTH-type transcriptional regulator Rv3095
SU343_01384	CDS	837	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
SU343_01385	CDS	657				hypothetical protein
SU343_01386	CDS	336				hypothetical protein
SU343_01387	CDS	474				hypothetical protein
SU343_01388	CDS	465				hypothetical protein
SU343_01389	CDS	261			COG0640	HTH-type transcriptional regulator Rv2034
SU343_01390	CDS	1248	ycaD_2			Uncharacterized MFS-type transporter YcaD
SU343_01391	CDS	195				hypothetical protein
SU343_01392	CDS	1011	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
SU343_01393	CDS	141				hypothetical protein
SU343_01394	CDS	693				hypothetical protein
SU343_01395	CDS	720				hypothetical protein
SU343_01396	CDS	408				hypothetical protein
SU343_01397	CDS	591	ydeA	3.2.-.-	COG0693	Uncharacterized protease YdeA
SU343_01398	CDS	168				hypothetical protein
SU343_01399	CDS	954	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
SU343_01400	CDS	180				hypothetical protein
SU343_01401	CDS	714				hypothetical protein
SU343_01402	CDS	738				hypothetical protein
SU343_01403	CDS	1026				hypothetical protein
SU343_01404	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
SU343_01405	CDS	1884	nhaP			K(+)/H(+) antiporter NhaP
SU343_01406	CDS	1011	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
SU343_01407	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
SU343_01408	CDS	273				hypothetical protein
SU343_01409	CDS	363				hypothetical protein
SU343_01410	CDS	660		1.11.1.15		Peroxiredoxin
