locus_tag	ftype	length_bp	gene	EC_number	COG	product
R7A_01021	CDS	2070	fadB			Fatty acid oxidation complex subunit alpha
R7A_01022	CDS	1509	gbsA_1	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
R7A_01023	CDS	345				hypothetical protein
R7A_01024	CDS	342				hypothetical protein
R7A_01025	CDS	351				hypothetical protein
R7A_01026	CDS	1275	oleD_1	2.4.1.-		Oleandomycin glycosyltransferase
R7A_01027	CDS	1074	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
R7A_01028	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
R7A_01029	CDS	843	potB_1		COG1176	Spermidine/putrescine transport system permease protein PotB
R7A_01030	CDS	1065	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
R7A_01031	CDS	939				hypothetical protein
R7A_01032	CDS	1284				hypothetical protein
R7A_01033	CDS	1371	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
R7A_01034	CDS	1299	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
R7A_01035	CDS	771	pcaR		COG1414	Pca regulon regulatory protein
R7A_01036	CDS	858	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
R7A_01037	CDS	795	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
R7A_01038	CDS	1239	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
R7A_01039	CDS	1032				Purine-binding protein BAB2_0673
R7A_01040	CDS	1518	mglA_2	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
R7A_01041	CDS	1056				hypothetical protein
R7A_01042	CDS	945				hypothetical protein
R7A_01043	CDS	768	cpnA_1	1.1.1.163		Cyclopentanol dehydrogenase
R7A_01044	CDS	156				hypothetical protein
R7A_01045	CDS	942	ssuD_2	1.14.14.5		Alkanesulfonate monooxygenase
R7A_01046	CDS	672	rutB_3	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
R7A_01047	CDS	717	exbB		COG0811	Biopolymer transport protein ExbB
R7A_01048	CDS	468	exbD_1		COG0848	Biopolymer transport protein ExbD
R7A_01049	CDS	948				hypothetical protein
R7A_01050	CDS	321				hypothetical protein
R7A_01051	CDS	240				hypothetical protein
R7A_01052	CDS	1065				hypothetical protein
R7A_01053	CDS	96				hypothetical protein
R7A_01054	CDS	750				hypothetical protein
R7A_01055	tRNA	76				tRNA-Ala(cgc)
R7A_01056	CDS	291				hypothetical protein
R7A_01057	CDS	312				hypothetical protein
R7A_01058	CDS	882	hexR		COG1737	HTH-type transcriptional regulator HexR
R7A_01059	CDS	1068	malK_4	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
R7A_01060	CDS	771	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
R7A_01061	CDS	1227	mdxE		COG2182	Maltodextrin-binding protein MdxE
R7A_01062	CDS	870	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
R7A_01063	CDS	825	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
R7A_01064	CDS	1527				hypothetical protein
R7A_01065	CDS	462				IS110 family transposase ISCc2
R7A_01066	CDS	474				hypothetical protein
R7A_01067	CDS	2055	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
R7A_01068	CDS	435				hypothetical protein
R7A_01069	CDS	645	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
R7A_01070	CDS	792				hypothetical protein
R7A_01071	CDS	885	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
R7A_01072	CDS	252				hypothetical protein
R7A_01073	CDS	639	lemA		COG1704	Protein LemA
R7A_01074	CDS	825				hypothetical protein
R7A_01075	CDS	888				hypothetical protein
R7A_01076	CDS	639				hypothetical protein
R7A_01077	CDS	507	mshD_1	2.3.1.189		Mycothiol acetyltransferase
R7A_01078	CDS	534	ppa_1	3.6.1.1	COG0221	Inorganic pyrophosphatase
R7A_01079	CDS	594				hypothetical protein
R7A_01080	CDS	618				hypothetical protein
R7A_01081	CDS	1284				hypothetical protein
R7A_01082	CDS	1608	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
R7A_01083	CDS	339				hypothetical protein
R7A_01084	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA
R7A_01085	CDS	627				hypothetical protein
R7A_01086	CDS	828	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
R7A_01087	CDS	615	leuE_2		COG1280	Leucine efflux protein
R7A_01088	CDS	327				hypothetical protein
R7A_01089	CDS	564				hypothetical protein
R7A_01090	CDS	4806	gdhB	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
R7A_01091	CDS	1377				hypothetical protein
R7A_01092	CDS	1617	purH		COG0138	Bifunctional purine biosynthesis protein PurH
R7A_01093	CDS	153				hypothetical protein
R7A_01094	CDS	1725				hypothetical protein
R7A_01095	CDS	1422	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
R7A_01096	CDS	1011	htpX	3.4.24.-	COG0501	Protease HtpX homolog
R7A_01097	CDS	222				hypothetical protein
R7A_01098	CDS	666	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
R7A_01099	CDS	870				hypothetical protein
R7A_01100	CDS	1434				hypothetical protein
R7A_01101	CDS	1269	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
R7A_01102	CDS	750				hypothetical protein
R7A_01103	CDS	1956	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
R7A_01104	CDS	273				hypothetical protein
R7A_01105	CDS	1035	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
R7A_01106	CDS	1281				hypothetical protein
R7A_01107	CDS	1233	ydhP_1		COG2814	Inner membrane transport protein YdhP
R7A_01108	CDS	906	dmlR_3			HTH-type transcriptional regulator DmlR
R7A_01109	CDS	717				hypothetical protein
R7A_01110	CDS	1050	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
R7A_01111	CDS	663			COG0325	Pyridoxal phosphate homeostasis protein
R7A_01112	CDS	2628	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
R7A_01113	CDS	570				hypothetical protein
R7A_01114	CDS	2586				hypothetical protein
R7A_01115	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
R7A_01116	CDS	2184	priA	3.6.4.-	COG1198	Primosomal protein N'
R7A_01117	CDS	696	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
R7A_01118	CDS	96				hypothetical protein
R7A_01119	CDS	396				hypothetical protein
R7A_01120	CDS	561	atpH		COG0712	ATP synthase subunit delta
R7A_01121	CDS	1530	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
R7A_01122	CDS	885	atpG		COG0224	ATP synthase gamma chain
R7A_01123	CDS	1581	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
R7A_01124	CDS	408	atpC			ATP synthase epsilon chain
R7A_01125	CDS	1500	mtlK_2	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
R7A_01126	CDS	1056	uxaC	5.3.1.12	COG1904	Uronate isomerase
R7A_01127	CDS	777	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
R7A_01128	CDS	360				hypothetical protein
R7A_01129	CDS	1422	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
R7A_01130	CDS	834				hypothetical protein
R7A_01131	CDS	1836	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
R7A_01132	CDS	1833				hypothetical protein
R7A_01133	tRNA	90				tRNA-Ser(cga)
R7A_01134	CDS	672	rplU_1			50S ribosomal protein L21
R7A_01135	CDS	270	rpmA		COG0211	50S ribosomal protein L27
R7A_01136	CDS	588				hypothetical protein
R7A_01137	CDS	552	mshD_2	2.3.1.189		Mycothiol acetyltransferase
R7A_01138	CDS	870				hypothetical protein
R7A_01139	CDS	1032	cgtA	3.6.5.-		GTPase Obg/CgtA
R7A_01140	CDS	1137	proB	2.7.2.11		Glutamate 5-kinase
R7A_01141	CDS	1287	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
R7A_01142	CDS	633	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
R7A_01143	CDS	1299	ycaD_1			Uncharacterized MFS-type transporter YcaD
R7A_01144	CDS	852	mscS		COG0668	Small-conductance mechanosensitive channel
R7A_01145	CDS	378	rsfS			Ribosomal silencing factor RsfS
R7A_01146	CDS	483	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
R7A_01147	CDS	1371	envC		COG4942	Murein hydrolase activator EnvC
R7A_01148	CDS	1332	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
R7A_01149	CDS	1182				hypothetical protein
R7A_01150	CDS	522	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
R7A_01151	CDS	1146	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
R7A_01152	CDS	423	rnk_1		COG0782	Regulator of nucleoside diphosphate kinase
R7A_01153	CDS	489	rnk_2			Regulator of nucleoside diphosphate kinase
R7A_01154	CDS	1257	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
R7A_01155	CDS	2154	clsA	2.7.8.-		Cardiolipin synthase A
R7A_01156	CDS	444				hypothetical protein
R7A_01157	CDS	576				hypothetical protein
R7A_01158	CDS	882	hdfR_2			HTH-type transcriptional regulator HdfR
R7A_01159	CDS	1497	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
R7A_01160	CDS	330				hypothetical protein
R7A_01161	CDS	405				hypothetical protein
R7A_01162	CDS	312				hypothetical protein
R7A_01163	CDS	660				hypothetical protein
R7A_01164	CDS	936	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
R7A_01165	CDS	1314	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
R7A_01166	CDS	1002		5.1.1.8		4-hydroxyproline 2-epimerase
R7A_01167	CDS	903	livH_4		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
R7A_01168	CDS	1596				hypothetical protein
R7A_01169	CDS	1104	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
R7A_01170	CDS	729	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
R7A_01171	CDS	348				hypothetical protein
R7A_01172	CDS	1116			COG0683	Leu/Ile/Val-binding protein homolog 3
R7A_01173	CDS	3459	purK_1	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
R7A_01174	CDS	261				hypothetical protein
R7A_01175	CDS	456				hypothetical protein
R7A_01176	CDS	510	arsC_1	3.1.3.48		Protein ArsC
R7A_01177	CDS	342				hypothetical protein
R7A_01178	CDS	405	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
R7A_01179	CDS	798				hypothetical protein
R7A_01180	CDS	1191				hypothetical protein
R7A_01181	CDS	405				hypothetical protein
R7A_01182	CDS	195				hypothetical protein
R7A_01183	CDS	447				hypothetical protein
R7A_01184	CDS	840				hypothetical protein
R7A_01185	CDS	645		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
R7A_01186	CDS	825	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
R7A_01187	CDS	768	yoaE_1		COG0861	UPF0053 inner membrane protein YoaE
R7A_01188	CDS	468				hypothetical protein
R7A_01189	CDS	483				hypothetical protein
R7A_01190	CDS	324				hypothetical protein
R7A_01191	CDS	750			COG0217	Probable transcriptional regulatory protein aq_1575
R7A_01192	CDS	327				hypothetical protein
R7A_01193	CDS	477				hypothetical protein
R7A_01194	CDS	828	azoB_1	1.7.-.-		NAD(P)H azoreductase
R7A_01195	CDS	630				hypothetical protein
R7A_01196	CDS	222	rpmE		COG0254	50S ribosomal protein L31
R7A_01197	CDS	1800	msbA	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
R7A_01198	CDS	1905				hypothetical protein
R7A_01199	CDS	1485		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
R7A_01200	CDS	354				hypothetical protein
R7A_01201	CDS	420				hypothetical protein
R7A_01202	CDS	1032				hypothetical protein
R7A_01203	CDS	1062				hypothetical protein
R7A_01204	CDS	687	yqfA		COG1272	UPF0073 inner membrane protein YqfA
R7A_01205	CDS	801	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
R7A_01206	CDS	567	efp_1			Elongation factor P
R7A_01207	CDS	858				hypothetical protein
R7A_01208	CDS	1017	adh_1	1.1.1.1		Alcohol dehydrogenase
R7A_01209	CDS	1041				hypothetical protein
R7A_01210	CDS	648	thiE_1	2.5.1.3		Thiamine-phosphate synthase
R7A_01211	CDS	840				hypothetical protein
R7A_01212	CDS	459	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
R7A_01213	CDS	729	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
R7A_01214	CDS	771				hypothetical protein
R7A_01215	CDS	552				hypothetical protein
R7A_01216	CDS	381				hypothetical protein
R7A_01217	CDS	534				hypothetical protein
R7A_01218	CDS	510	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
R7A_01219	CDS	270				hypothetical protein
R7A_01220	CDS	420				hypothetical protein
R7A_01221	CDS	621	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
R7A_01222	CDS	1038	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
R7A_01223	CDS	897				hypothetical protein
R7A_01224	CDS	1233				hypothetical protein
R7A_01225	CDS	471	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
R7A_01226	CDS	711	tolQ		COG0811	Protein TolQ
R7A_01227	CDS	453	exbD_2		COG0848	Biopolymer transport protein ExbD
R7A_01228	CDS	1158				hypothetical protein
R7A_01229	CDS	1311	tolB		COG0823	Protein TolB
R7A_01230	CDS	507				Outer membrane lipoprotein Omp16
R7A_01231	CDS	1113				hypothetical protein
R7A_01232	CDS	1365	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
R7A_01233	CDS	1929	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
R7A_01234	CDS	459				hypothetical protein
R7A_01235	CDS	852				hypothetical protein
R7A_01236	CDS	1353	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
R7A_01237	CDS	834				hypothetical protein
R7A_01238	CDS	774				hypothetical protein
R7A_01239	CDS	1176	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
R7A_01240	CDS	1602	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
R7A_01241	CDS	912				hypothetical protein
R7A_01242	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
R7A_01243	CDS	1728				hypothetical protein
R7A_01244	CDS	243				hypothetical protein
R7A_01245	CDS	1821	uup		COG0488	ABC transporter ATP-binding protein uup
R7A_01246	CDS	645	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
R7A_01247	CDS	999	thiB		COG4143	Thiamine-binding periplasmic protein
R7A_01248	CDS	132				hypothetical protein
R7A_01249	CDS	1617				hypothetical protein
R7A_01250	CDS	777	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
R7A_01251	CDS	1470	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
R7A_01252	CDS	864	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
R7A_01253	CDS	774	tcyA		COG0834	L-cystine-binding protein TcyA
R7A_01254	CDS	681	yecS_4		COG0765	L-cystine transport system permease protein YecS
R7A_01255	CDS	774	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
R7A_01256	CDS	582				hypothetical protein
R7A_01257	CDS	339	fdxA		COG1146	Ferredoxin-2
R7A_01258	CDS	387				hypothetical protein
R7A_01259	CDS	3420				hypothetical protein
R7A_01260	CDS	594				hypothetical protein
R7A_01261	CDS	1251	pcpB	1.14.13.50	COG0654	Pentachlorophenol 4-monooxygenase
R7A_01262	CDS	726	phaB_1	1.1.1.36		Acetoacetyl-CoA reductase
R7A_01263	CDS	1179	phaA	2.3.1.9		Acetyl-CoA acetyltransferase
R7A_01264	CDS	612				hypothetical protein
R7A_01265	CDS	420				hypothetical protein
R7A_01266	CDS	1035	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
R7A_01267	CDS	1140	citZ	2.3.3.16	COG0372	Citrate synthase 2
R7A_01268	CDS	1089	citA	2.3.3.16	COG0372	Citrate synthase 1
R7A_01269	CDS	1131				hypothetical protein
R7A_01270	CDS	600				hypothetical protein
R7A_01271	CDS	462	nicA	1.17.2.1	COG2080	Nicotinate dehydrogenase subunit A
R7A_01272	CDS	2274	iorB	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
R7A_01273	CDS	606				hypothetical protein
R7A_01274	CDS	1176	bepF_1			Efflux pump periplasmic linker BepF
R7A_01275	CDS	3177	mdtC_1			Multidrug resistance protein MdtC
R7A_01276	CDS	159				hypothetical protein
R7A_01277	CDS	957				hypothetical protein
R7A_01278	CDS	909				hypothetical protein
R7A_01279	CDS	1161	ybjJ_1			Inner membrane protein YbjJ
R7A_01280	CDS	288				hypothetical protein
R7A_01281	CDS	309				hypothetical protein
R7A_01282	CDS	798				hypothetical protein
R7A_01283	CDS	489				hypothetical protein
R7A_01284	CDS	1437	ttuE	2.7.1.40		Pyruvate kinase
R7A_01285	CDS	1539	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
R7A_01286	CDS	609				hypothetical protein
R7A_01287	CDS	126	rpmJ		COG0257	50S ribosomal protein L36
R7A_01288	CDS	546				hypothetical protein
R7A_01289	CDS	1077	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
R7A_01290	CDS	498	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
R7A_01291	CDS	906				hypothetical protein
R7A_01292	CDS	540	sigH		COG1595	ECF RNA polymerase sigma factor SigH
R7A_01293	CDS	198				hypothetical protein
R7A_01294	CDS	1206	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
R7A_01295	CDS	462				hypothetical protein
R7A_01296	CDS	795	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
R7A_01297	CDS	651	glnP_1		COG0765	Probable glutamine ABC transporter permease protein GlnP
R7A_01298	CDS	666	glnM		COG0765	Probable glutamine ABC transporter permease protein GlnM
R7A_01299	CDS	873	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
R7A_01300	CDS	789	kdgR_1		COG1414	Transcriptional regulator KdgR
R7A_01301	CDS	204				hypothetical protein
R7A_01302	CDS	180				hypothetical protein
R7A_01303	CDS	1254	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
R7A_01304	CDS	855	mltF			Membrane-bound lytic murein transglycosylase F
R7A_01305	CDS	1002				hypothetical protein
R7A_01306	CDS	207				hypothetical protein
R7A_01307	CDS	774	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
R7A_01308	CDS	741	cypM_1	2.1.1.301		Cypemycin N-terminal methyltransferase
R7A_01309	CDS	2346	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
R7A_01310	CDS	756	gno	1.1.1.-		Gluconate 5-dehydrogenase
R7A_01311	CDS	918		2.5.1.10		Farnesyl diphosphate synthase
R7A_01312	CDS	762	mtgA_1	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
R7A_01313	CDS	183	rpmF		COG0333	50S ribosomal protein L32
R7A_01314	CDS	402				hypothetical protein
R7A_01315	CDS	432				hypothetical protein
R7A_01316	CDS	234				hypothetical protein
R7A_01317	CDS	522				hypothetical protein
R7A_01318	CDS	837	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
R7A_01319	CDS	657				hypothetical protein
R7A_01320	CDS	336				hypothetical protein
R7A_01321	CDS	465				hypothetical protein
R7A_01322	CDS	261			COG0640	HTH-type transcriptional regulator Rv2034
R7A_01323	CDS	1248	ycaD_2			Uncharacterized MFS-type transporter YcaD
R7A_01324	CDS	195				hypothetical protein
R7A_01325	CDS	1011	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
R7A_01326	CDS	141				hypothetical protein
R7A_01327	CDS	693				hypothetical protein
R7A_01328	CDS	720				hypothetical protein
R7A_01329	CDS	408				hypothetical protein
R7A_01330	CDS	591	ydeA	3.2.-.-	COG0693	Uncharacterized protease YdeA
R7A_01331	CDS	168				hypothetical protein
R7A_01332	CDS	954	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
R7A_01333	CDS	162				hypothetical protein
R7A_01334	CDS	714				hypothetical protein
R7A_01335	CDS	738				hypothetical protein
R7A_01336	CDS	1026				hypothetical protein
R7A_01337	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
R7A_01338	CDS	1884	nhaP			K(+)/H(+) antiporter NhaP
R7A_01339	CDS	1011	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
R7A_01340	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
R7A_01341	CDS	273				hypothetical protein
R7A_01342	CDS	363				hypothetical protein
R7A_01343	CDS	660		1.11.1.15		Peroxiredoxin
R7A_01344	CDS	966	blh_1	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
R7A_01345	CDS	912	rpoH_2		COG0568	RNA polymerase sigma factor RpoH
R7A_01346	CDS	1008	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
R7A_01347	CDS	384				hypothetical protein
R7A_01348	CDS	408				hypothetical protein
R7A_01349	tRNA	75				tRNA-Glu(ctc)
R7A_01350	CDS	204				hypothetical protein
R7A_01351	CDS	324				hypothetical protein
R7A_01352	CDS	396				hypothetical protein
R7A_01353	CDS	321				hypothetical protein
R7A_01354	CDS	882				hypothetical protein
R7A_01355	CDS	372				hypothetical protein
R7A_01356	CDS	216				hypothetical protein
R7A_01357	CDS	237				hypothetical protein
R7A_01358	CDS	4176	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
R7A_01359	CDS	1056	pstS		COG0226	Phosphate-binding protein PstS
R7A_01360	CDS	984	pstC		COG0573	Phosphate transport system permease protein PstC
R7A_01361	CDS	852	pstA		COG0581	Phosphate transport system permease protein PstA
R7A_01362	CDS	804	pstB	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB
R7A_01363	CDS	708	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU
R7A_01364	CDS	690	phoB_2		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
R7A_01365	CDS	1251	mlc		COG1940	Protein mlc
R7A_01366	CDS	1041	xylF		COG4213	D-xylose-binding periplasmic protein
R7A_01367	CDS	1332	xylH_1		COG4214	Xylose transport system permease protein XylH
R7A_01368	CDS	825	frcA_2	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
R7A_01369	CDS	1590				hypothetical protein
R7A_01370	CDS	246				hypothetical protein
R7A_01371	CDS	327				hypothetical protein
R7A_01372	CDS	177				hypothetical protein
R7A_01373	CDS	951				hypothetical protein
R7A_01374	CDS	165				hypothetical protein
R7A_01375	CDS	795	phyR			Phyllosphere-induced regulator PhyR
R7A_01376	CDS	204				hypothetical protein
R7A_01377	CDS	552	ecfG_1			ECF RNA polymerase sigma factor EcfG
R7A_01378	CDS	381				hypothetical protein
R7A_01379	CDS	756	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
R7A_01380	CDS	327				hypothetical protein
R7A_01381	CDS	453				hypothetical protein
R7A_01382	CDS	1533				hypothetical protein
R7A_01383	CDS	174				hypothetical protein
R7A_01384	CDS	921	yegS	2.7.1.-		lipid kinase YegS
R7A_01385	CDS	1311				hypothetical protein
R7A_01386	CDS	1590		3.1.4.-		Multifunctional alkaline phosphatase superfamily protein pRL90232
R7A_01387	CDS	933	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
R7A_01388	CDS	621	mhqD_1	3.1.-.-	COG0400	Putative hydrolase MhqD
R7A_01389	CDS	300	yjdJ		COG2388	Uncharacterized protein YjdJ
R7A_01390	CDS	1059				hypothetical protein
R7A_01391	CDS	246				hypothetical protein
R7A_01392	CDS	1260	gcvT_2	2.1.2.10		Aminomethyltransferase
R7A_01393	CDS	1560			COG1233	Uncharacterized protein Rv0897c
R7A_01394	CDS	1620	crtI_2	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
R7A_01395	CDS	789	rebM	2.1.1.164		Demethylrebeccamycin-D-glucose O-methyltransferase
R7A_01396	CDS	687	betI_3		COG1309	HTH-type transcriptional regulator BetI
R7A_01397	CDS	1083	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
R7A_01398	CDS	165				hypothetical protein
R7A_01399	CDS	867	potF		COG0687	Putrescine-binding periplasmic protein
R7A_01400	CDS	1311		1.4.5.-		L-amino acid dehydrogenase
R7A_01401	CDS	1146	potA_3	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
R7A_01402	CDS	822	ydcV_3			Inner membrane ABC transporter permease protein YdcV
R7A_01403	CDS	918	potB_2		COG1176	Spermidine/putrescine transport system permease protein PotB
R7A_01404	CDS	1419	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
R7A_01405	CDS	1203	hcaE_2	1.14.12.19		3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
R7A_01406	CDS	411				hypothetical protein
R7A_01407	CDS	2061	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
R7A_01408	CDS	777	ompR_1			Transcriptional regulatory protein OmpR
R7A_01409	CDS	702	ompR_2			Transcriptional regulatory protein OmpR
R7A_01410	CDS	168				hypothetical protein
R7A_01411	CDS	333				hypothetical protein
R7A_01412	CDS	456				hypothetical protein
R7A_01413	CDS	3084	bepE_1			Efflux pump membrane transporter BepE
R7A_01414	CDS	1347	mdtA_2			Multidrug resistance protein MdtA
R7A_01415	CDS	570				hypothetical protein
R7A_01416	CDS	1074	ugpC_3	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
R7A_01417	CDS	939	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
R7A_01418	CDS	1017				hypothetical protein
R7A_01419	CDS	846	sugB_2		COG0395	Trehalose transport system permease protein SugB
R7A_01420	CDS	885	ycjO_2		COG1175	Inner membrane ABC transporter permease protein YcjO
R7A_01421	CDS	1239				hypothetical protein
R7A_01422	CDS	1215	nanK_1	2.7.1.60		N-acetylmannosamine kinase
R7A_01423	CDS	1611	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
R7A_01424	CDS	135				hypothetical protein
R7A_01425	CDS	1161				hypothetical protein
R7A_01426	CDS	789	adc_1	4.1.1.4	COG4689	Probable acetoacetate decarboxylase
R7A_01427	CDS	789	bdhA_2	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
R7A_01428	CDS	777	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
R7A_01429	CDS	1329				hypothetical protein
R7A_01430	CDS	1029	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
R7A_01431	CDS	999	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
R7A_01432	CDS	1380	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
