locus_tag	ftype	length_bp	gene	EC_number	COG	product
NZP2234_01340	CDS	1179				hypothetical protein
NZP2234_01341	CDS	522	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
NZP2234_01342	CDS	1140	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
NZP2234_01343	CDS	423	rnk_1			Regulator of nucleoside diphosphate kinase
NZP2234_01344	CDS	543	rnk_2			Regulator of nucleoside diphosphate kinase
NZP2234_01345	CDS	1257	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
NZP2234_01346	CDS	2154	clsA	2.7.8.-		Cardiolipin synthase A
NZP2234_01347	CDS	444				hypothetical protein
NZP2234_01348	CDS	576				hypothetical protein
NZP2234_01349	CDS	879	hdfR_1			HTH-type transcriptional regulator HdfR
NZP2234_01350	CDS	1497	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
NZP2234_01351	CDS	801	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NZP2234_01352	CDS	330				hypothetical protein
NZP2234_01353	CDS	414				hypothetical protein
NZP2234_01354	CDS	312				hypothetical protein
NZP2234_01355	CDS	660				hypothetical protein
NZP2234_01356	CDS	894	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NZP2234_01357	CDS	1320	dadA_2	1.4.99.-		D-amino acid dehydrogenase
NZP2234_01358	CDS	1002		5.1.1.8		4-hydroxyproline 2-epimerase
NZP2234_01359	CDS	903	livH_5		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2234_01360	CDS	1596				hypothetical protein
NZP2234_01361	CDS	1521	btuD_4	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
NZP2234_01362	CDS	729	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NZP2234_01363	CDS	348				hypothetical protein
NZP2234_01364	CDS	1116			COG0683	Leu/Ile/Val-binding protein homolog 3
NZP2234_01365	CDS	3459	purK_1	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
NZP2234_01366	CDS	261				hypothetical protein
NZP2234_01367	CDS	441				hypothetical protein
NZP2234_01368	CDS	309				hypothetical protein
NZP2234_01369	CDS	405	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
NZP2234_01370	CDS	1191				hypothetical protein
NZP2234_01371	CDS	447				hypothetical protein
NZP2234_01372	CDS	840				hypothetical protein
NZP2234_01373	CDS	588		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
NZP2234_01374	CDS	825	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
NZP2234_01375	CDS	768	yoaE_1		COG0861	UPF0053 inner membrane protein YoaE
NZP2234_01376	CDS	468				hypothetical protein
NZP2234_01377	CDS	363				hypothetical protein
NZP2234_01378	CDS	393				hypothetical protein
NZP2234_01379	CDS	483				hypothetical protein
NZP2234_01380	CDS	324				hypothetical protein
NZP2234_01381	CDS	750			COG0217	Probable transcriptional regulatory protein aq_1575
NZP2234_01382	CDS	327				hypothetical protein
NZP2234_01383	CDS	477				hypothetical protein
NZP2234_01384	CDS	828	azoB_1	1.7.-.-		NAD(P)H azoreductase
NZP2234_01385	CDS	630				hypothetical protein
NZP2234_01386	CDS	222	rpmE		COG0254	50S ribosomal protein L31
NZP2234_01387	CDS	1800	msbA_2	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
NZP2234_01388	CDS	1485		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
NZP2234_01389	CDS	354				hypothetical protein
NZP2234_01390	CDS	429				hypothetical protein
NZP2234_01391	CDS	1032				hypothetical protein
NZP2234_01392	CDS	1026				hypothetical protein
NZP2234_01393	CDS	687	yqfA		COG1272	UPF0073 inner membrane protein YqfA
NZP2234_01394	CDS	801	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
NZP2234_01395	CDS	567	efp_1			Elongation factor P
NZP2234_01396	CDS	858	gltC_1			HTH-type transcriptional regulator GltC
NZP2234_01397	CDS	1017	adh_1	1.1.1.1		Alcohol dehydrogenase
NZP2234_01398	CDS	1041				hypothetical protein
NZP2234_01399	CDS	648	thiE_1	2.5.1.3		Thiamine-phosphate synthase
NZP2234_01400	CDS	906				hypothetical protein
NZP2234_01401	CDS	459	lrpC		COG1522	HTH-type transcriptional regulator LrpC
NZP2234_01402	CDS	729	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
NZP2234_01403	CDS	771				hypothetical protein
NZP2234_01404	CDS	552				hypothetical protein
NZP2234_01405	CDS	381				hypothetical protein
NZP2234_01406	CDS	534				hypothetical protein
NZP2234_01407	CDS	510	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
NZP2234_01408	CDS	621	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
NZP2234_01409	CDS	1038	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
NZP2234_01410	CDS	897				hypothetical protein
NZP2234_01411	CDS	1251				hypothetical protein
NZP2234_01412	CDS	483	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
NZP2234_01413	CDS	276				hypothetical protein
NZP2234_01414	CDS	312				hypothetical protein
NZP2234_01415	CDS	711	tolQ		COG0811	Protein TolQ
NZP2234_01416	CDS	453	exbD_2		COG0848	Biopolymer transport protein ExbD
NZP2234_01417	CDS	1158				hypothetical protein
NZP2234_01418	CDS	1311	tolB		COG0823	Protein TolB
NZP2234_01419	CDS	507				Outer membrane lipoprotein Omp16
NZP2234_01420	CDS	1116				hypothetical protein
NZP2234_01421	CDS	1374	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
NZP2234_01422	CDS	1929	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
NZP2234_01423	CDS	453				hypothetical protein
NZP2234_01424	CDS	834				hypothetical protein
NZP2234_01425	CDS	96				hypothetical protein
NZP2234_01426	CDS	1353	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
NZP2234_01427	CDS	858				hypothetical protein
NZP2234_01428	CDS	780				hypothetical protein
NZP2234_01429	CDS	1176	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
NZP2234_01430	CDS	1602	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
NZP2234_01431	CDS	753				hypothetical protein
NZP2234_01432	CDS	1767		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
NZP2234_01433	CDS	1218		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
NZP2234_01434	CDS	909				hypothetical protein
NZP2234_01435	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
NZP2234_01436	CDS	1692				hypothetical protein
NZP2234_01437	CDS	300	ccdB			Toxin CcdB
NZP2234_01438	CDS	243				hypothetical protein
NZP2234_01439	CDS	1821	uup		COG0488	ABC transporter ATP-binding protein uup
NZP2234_01440	CDS	660	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
NZP2234_01441	CDS	999	thiB		COG4143	Thiamine-binding periplasmic protein
NZP2234_01442	CDS	1719				hypothetical protein
NZP2234_01443	CDS	777	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
NZP2234_01444	CDS	1470	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
NZP2234_01445	CDS	864	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
NZP2234_01446	CDS	774	tcyA		COG0834	L-cystine-binding protein TcyA
NZP2234_01447	CDS	681	tcyB_1		COG0765	L-cystine transport system permease protein TcyB
NZP2234_01448	CDS	768	tcyC_1	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
NZP2234_01449	CDS	582				hypothetical protein
NZP2234_01450	CDS	339	fdxA		COG1146	Ferredoxin-2
NZP2234_01451	CDS	387				hypothetical protein
NZP2234_01452	CDS	3363				hypothetical protein
NZP2234_01453	CDS	726	phaB	1.1.1.36		Acetoacetyl-CoA reductase
NZP2234_01454	CDS	1179	phaA_1	2.3.1.9		Acetyl-CoA acetyltransferase
NZP2234_01455	CDS	612				hypothetical protein
NZP2234_01456	CDS	483				hypothetical protein
NZP2234_01457	CDS	420				hypothetical protein
NZP2234_01458	CDS	1074	rhaR_2			HTH-type transcriptional activator RhaR
NZP2234_01459	CDS	1152				hypothetical protein
NZP2234_01460	CDS	1089	citA	2.3.3.16	COG0372	Citrate synthase 1
NZP2234_01461	CDS	1131				hypothetical protein
NZP2234_01462	CDS	1176	bepF_1			Efflux pump periplasmic linker BepF
NZP2234_01463	CDS	3177	mdtC_1			Multidrug resistance protein MdtC
NZP2234_01464	CDS	207				hypothetical protein
NZP2234_01465	CDS	960				hypothetical protein
NZP2234_01466	CDS	210				hypothetical protein
NZP2234_01467	CDS	915				hypothetical protein
NZP2234_01468	CDS	1182	ybjJ			Inner membrane protein YbjJ
NZP2234_01469	CDS	309				hypothetical protein
NZP2234_01470	CDS	798				hypothetical protein
NZP2234_01471	CDS	489				hypothetical protein
NZP2234_01472	CDS	1437	ttuE	2.7.1.40		Pyruvate kinase
NZP2234_01473	CDS	729				hypothetical protein
NZP2234_01474	CDS	1068	mhpC_1	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
NZP2234_01475	CDS	609				hypothetical protein
NZP2234_01476	CDS	126	rpmJ		COG0257	50S ribosomal protein L36
NZP2234_01477	CDS	423				hypothetical protein
NZP2234_01478	CDS	1077	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
NZP2234_01479	CDS	498	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
NZP2234_01480	CDS	912				hypothetical protein
NZP2234_01481	CDS	540	sigH			ECF RNA polymerase sigma factor SigH
NZP2234_01482	CDS	204				hypothetical protein
NZP2234_01483	CDS	1206	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
NZP2234_01484	CDS	462				hypothetical protein
NZP2234_01485	CDS	795	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
NZP2234_01486	CDS	651	glnP_1		COG0765	Probable glutamine ABC transporter permease protein GlnP
NZP2234_01487	CDS	666	glnP_2		COG0765	Probable glutamine ABC transporter permease protein GlnP
NZP2234_01488	CDS	873	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
NZP2234_01489	CDS	789	kdgR_1		COG1414	Transcriptional regulator KdgR
NZP2234_01490	CDS	204				hypothetical protein
NZP2234_01491	CDS	180				hypothetical protein
NZP2234_01492	CDS	1254	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
NZP2234_01493	CDS	855	mltF			Membrane-bound lytic murein transglycosylase F
NZP2234_01494	CDS	762	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
NZP2234_01495	CDS	2337	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
NZP2234_01496	CDS	756	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
NZP2234_01497	CDS	918		2.5.1.10		Farnesyl diphosphate synthase
NZP2234_01498	CDS	843	mtgA_1	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
NZP2234_01499	CDS	183	rpmF		COG0333	50S ribosomal protein L32
NZP2234_01500	CDS	495	lrp_3		COG1522	Leucine-responsive regulatory protein
NZP2234_01501	CDS	858	fliY_5		COG0834	L-cystine-binding protein FliY
NZP2234_01502	CDS	660	artQ		COG0765	Arginine transport system permease protein ArtQ
NZP2234_01503	CDS	675	yecS_5		COG0765	L-cystine transport system permease protein YecS
NZP2234_01504	CDS	954	gpuA_2	3.5.3.17	COG0010	Guanidinopropionase
NZP2234_01505	CDS	402				hypothetical protein
NZP2234_01506	CDS	432				hypothetical protein
NZP2234_01507	CDS	234				hypothetical protein
NZP2234_01508	CDS	522			COG1733	Uncharacterized HTH-type transcriptional regulator Rv3095
NZP2234_01509	CDS	846	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
NZP2234_01510	CDS	657				hypothetical protein
NZP2234_01511	CDS	336				hypothetical protein
NZP2234_01512	CDS	465				hypothetical protein
NZP2234_01513	CDS	261			COG0640	HTH-type transcriptional regulator Rv2034
NZP2234_01514	CDS	1248	ycaD_2			Uncharacterized MFS-type transporter YcaD
NZP2234_01515	CDS	195				hypothetical protein
NZP2234_01516	CDS	1011	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
NZP2234_01517	CDS	141				hypothetical protein
NZP2234_01518	CDS	1083				hypothetical protein
NZP2234_01519	CDS	693				hypothetical protein
NZP2234_01520	CDS	720				hypothetical protein
NZP2234_01521	CDS	447				hypothetical protein
NZP2234_01522	CDS	591	ydeA	3.2.-.-	COG0693	Uncharacterized protease YdeA
NZP2234_01523	CDS	168				hypothetical protein
NZP2234_01524	CDS	954	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
NZP2234_01525	CDS	1491				hypothetical protein
NZP2234_01526	CDS	162				hypothetical protein
NZP2234_01527	CDS	714				hypothetical protein
NZP2234_01528	CDS	741				hypothetical protein
NZP2234_01529	CDS	1026				hypothetical protein
NZP2234_01530	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
NZP2234_01531	CDS	1881	nhaP			K(+)/H(+) antiporter NhaP
NZP2234_01532	CDS	1011	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
NZP2234_01533	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
NZP2234_01534	CDS	273				hypothetical protein
NZP2234_01535	CDS	366				hypothetical protein
NZP2234_01536	CDS	660		1.11.1.15		Peroxiredoxin
NZP2234_01537	CDS	873	blh_1	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
NZP2234_01538	CDS	912	rpoH_2		COG0568	RNA polymerase sigma factor RpoH
NZP2234_01539	CDS	1026	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NZP2234_01540	CDS	384				hypothetical protein
NZP2234_01541	CDS	441				hypothetical protein
NZP2234_01542	tRNA	75				tRNA-Glu(ctc)
NZP2234_01543	CDS	777				hypothetical protein
NZP2234_01544	CDS	165				hypothetical protein
NZP2234_01545	CDS	276				hypothetical protein
NZP2234_01546	CDS	195				hypothetical protein
NZP2234_01547	CDS	339				hypothetical protein
NZP2234_01548	CDS	237				hypothetical protein
NZP2234_01549	CDS	396				hypothetical protein
NZP2234_01550	CDS	582				hypothetical protein
NZP2234_01551	CDS	894				hypothetical protein
NZP2234_01552	CDS	348				hypothetical protein
NZP2234_01553	CDS	216				hypothetical protein
NZP2234_01554	CDS	954				hypothetical protein
NZP2234_01555	CDS	237				hypothetical protein
NZP2234_01556	CDS	354				hypothetical protein
NZP2234_01557	CDS	4164	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
NZP2234_01558	CDS	1056	pstS		COG0226	Phosphate-binding protein PstS
NZP2234_01559	CDS	1026	pstC		COG0573	Phosphate transport system permease protein PstC
NZP2234_01560	CDS	852	pstA		COG0581	Phosphate transport system permease protein PstA
NZP2234_01561	CDS	804	pstB	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB
NZP2234_01562	CDS	708	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU
NZP2234_01563	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
NZP2234_01564	CDS	1245	mlc		COG1940	Protein mlc
NZP2234_01565	CDS	1041	xylF_1		COG4213	D-xylose-binding periplasmic protein
NZP2234_01566	CDS	1353	xylH_1		COG4214	Xylose transport system permease protein XylH
NZP2234_01567	CDS	804	frcA_2	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
NZP2234_01568	CDS	1641				hypothetical protein
NZP2234_01569	CDS	246				hypothetical protein
NZP2234_01570	CDS	348				hypothetical protein
NZP2234_01571	CDS	957		2.7.13.3		Blue-light-activated histidine kinase
NZP2234_01572	CDS	165				hypothetical protein
NZP2234_01573	CDS	795	phyR_1			Phyllosphere-induced regulator PhyR
NZP2234_01574	CDS	204				hypothetical protein
NZP2234_01575	CDS	552	ecfG_1			ECF RNA polymerase sigma factor EcfG
NZP2234_01576	CDS	381				hypothetical protein
NZP2234_01577	CDS	762	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
NZP2234_01578	CDS	327				hypothetical protein
NZP2234_01579	CDS	459				hypothetical protein
NZP2234_01580	CDS	1533				hypothetical protein
NZP2234_01581	CDS	174				hypothetical protein
NZP2234_01582	CDS	921	yegS	2.7.1.-		lipid kinase YegS
NZP2234_01583	CDS	1314				hypothetical protein
NZP2234_01584	CDS	1566		3.1.4.-		Multifunctional alkaline phosphatase superfamily protein pRL90232
NZP2234_01585	CDS	933	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
NZP2234_01586	CDS	621	mhqD_1	3.1.-.-	COG0400	Putative hydrolase MhqD
NZP2234_01587	CDS	300	yjdJ		COG2388	Uncharacterized protein YjdJ
NZP2234_01588	CDS	1059				hypothetical protein
NZP2234_01589	CDS	264				hypothetical protein
NZP2234_01590	CDS	1260	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
NZP2234_01591	CDS	1581			COG1233	Uncharacterized protein Rv0897c
NZP2234_01592	CDS	1620	crtI_2	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
NZP2234_01593	CDS	795	rebM	2.1.1.164		Demethylrebeccamycin-D-glucose O-methyltransferase
NZP2234_01594	CDS	687	betI_4			HTH-type transcriptional regulator BetI
NZP2234_01595	CDS	1083	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
NZP2234_01596	CDS	1077	potF		COG0687	Putrescine-binding periplasmic protein
NZP2234_01597	CDS	1311		1.4.5.-		L-amino acid dehydrogenase
NZP2234_01598	CDS	1149	potA_6	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
NZP2234_01599	CDS	822	ydcV_6			Inner membrane ABC transporter permease protein YdcV
NZP2234_01600	CDS	918	potB_3		COG1176	Spermidine/putrescine transport system permease protein PotB
NZP2234_01601	CDS	1419	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
NZP2234_01602	CDS	1032	yhdN_2	1.1.1.-	COG0667	Aldo-keto reductase YhdN
NZP2234_01603	CDS	645				hypothetical protein
NZP2234_01604	CDS	1203	hcaE_2	1.14.12.19		3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
NZP2234_01605	CDS	411				hypothetical protein
NZP2234_01606	CDS	2034	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
NZP2234_01607	CDS	777	ompR_1			Transcriptional regulatory protein OmpR
NZP2234_01608	CDS	702	ompR_2			Transcriptional regulatory protein OmpR
NZP2234_01609	CDS	168				hypothetical protein
NZP2234_01610	CDS	438				hypothetical protein
NZP2234_01611	CDS	456				hypothetical protein
NZP2234_01612	CDS	3084	bepE_1			Efflux pump membrane transporter BepE
NZP2234_01613	CDS	1335	mdtA_2			Multidrug resistance protein MdtA
NZP2234_01614	CDS	534				hypothetical protein
NZP2234_01615	CDS	441	lrp_4		COG1522	Leucine-responsive regulatory protein
NZP2234_01616	CDS	3057	argD_1	2.6.1.11		Acetylornithine/succinyldiaminopimelate aminotransferase
NZP2234_01617	CDS	1005	yhdW_2			Putative amino-acid ABC transporter-binding protein YhdW
NZP2234_01618	CDS	1083	ugpC_3	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
NZP2234_01619	CDS	939	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
NZP2234_01620	CDS	1017				hypothetical protein
NZP2234_01621	CDS	846	sugB_2		COG0395	Trehalose transport system permease protein SugB
NZP2234_01622	CDS	885	ycjO_2		COG1175	Inner membrane ABC transporter permease protein YcjO
NZP2234_01623	CDS	1239				hypothetical protein
NZP2234_01624	CDS	1215	nagC_1		COG1940	N-acetylglucosamine repressor
NZP2234_01625	CDS	1602	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
NZP2234_01626	CDS	1161				hypothetical protein
NZP2234_01627	CDS	789	adc_1	4.1.1.4	COG4689	Probable acetoacetate decarboxylase
NZP2234_01628	CDS	789	bdhA_2	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
NZP2234_01629	CDS	987	deoR_1		COG2390	Deoxyribonucleoside regulator
NZP2234_01630	CDS	768	surE_1	3.1.3.5		5'/3'-nucleotidase SurE
NZP2234_01631	CDS	846	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NZP2234_01632	CDS	1101	malK_5	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
NZP2234_01633	CDS	1290	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
NZP2234_01634	CDS	876	lacF_3			Lactose transport system permease protein LacF
NZP2234_01635	CDS	849	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
NZP2234_01636	CDS	1329				hypothetical protein
NZP2234_01637	CDS	1029	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
NZP2234_01638	CDS	999	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
NZP2234_01639	CDS	1332	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NZP2234_01640	CDS	369				hypothetical protein
NZP2234_01641	CDS	972	deoR_2		COG2390	Deoxyribonucleoside regulator
NZP2234_01642	CDS	987			COG1840	Uncharacterized protein HI_0131
NZP2234_01643	CDS	1704				hypothetical protein
NZP2234_01644	CDS	1077	btuD_5	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
NZP2234_01645	CDS	1164				hypothetical protein
NZP2234_01646	CDS	744	surE_2	3.1.3.5	COG0496	5'-nucleotidase SurE
NZP2234_01647	CDS	1131				hypothetical protein
NZP2234_01648	CDS	1023				hypothetical protein
NZP2234_01649	CDS	675	yieH_4	3.1.3.-	COG0637	6-phosphogluconate phosphatase
NZP2234_01650	CDS	642				hypothetical protein
NZP2234_01651	CDS	438				hypothetical protein
NZP2234_01652	CDS	762				hypothetical protein
NZP2234_01653	CDS	1005	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
NZP2234_01654	CDS	381	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
NZP2234_01655	CDS	1986	ptsI_2	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NZP2234_01656	CDS	795				hypothetical protein
NZP2234_01657	CDS	1011	deoR_3		COG2390	Deoxyribonucleoside regulator
NZP2234_01658	CDS	852		3.1.3.21	COG0647	D,L-glycerol 3-phosphate phosphatase
NZP2234_01659	CDS	1275	PSK	2.7.1.47	COG1070	D-ribulose kinase
NZP2234_01660	CDS	1041				hypothetical protein
NZP2234_01661	CDS	783	ulaR_1		COG1349	HTH-type transcriptional regulator UlaR
NZP2234_01662	CDS	1380				hypothetical protein
NZP2234_01663	CDS	1545	rbsA_4	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
NZP2234_01664	CDS	993	rbsC_5		COG1172	Ribose import permease protein RbsC
NZP2234_01665	CDS	939	thpA_1		COG1879	D-threitol-binding protein
NZP2234_01666	CDS	894		5.1.3.31	COG1082	L-ribulose 3-epimerase
NZP2234_01667	CDS	354				hypothetical protein
NZP2234_01668	CDS	888	ytnP	3.1.1.-	COG0491	Probable quorum-quenching lactonase YtnP
NZP2234_01669	CDS	297				hypothetical protein
NZP2234_01670	tRNA	77				tRNA-Arg(cct)
NZP2234_01671	CDS	1164	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
NZP2234_01672	CDS	1167				hypothetical protein
NZP2234_01673	CDS	1122	yjiA_1		COG0523	Uncharacterized GTP-binding protein YjiA
NZP2234_01674	CDS	237	tusA		COG0425	Sulfur carrier protein TusA
NZP2234_01675	CDS	1332				hypothetical protein
NZP2234_01676	CDS	951	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NZP2234_01677	CDS	921	xerD_1			Tyrosine recombinase XerD
NZP2234_01678	CDS	153				hypothetical protein
NZP2234_01679	CDS	612	aroK	2.7.1.71	COG0703	Shikimate kinase 1
NZP2234_01680	CDS	1131	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
NZP2234_01681	CDS	891	yfjD		COG4536	UPF0053 inner membrane protein YfjD
NZP2234_01682	CDS	801				hypothetical protein
NZP2234_01683	CDS	1551	ilvX	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvX
NZP2234_01684	CDS	303	bolA		COG0271	DNA-binding transcriptional regulator BolA
NZP2234_01685	CDS	645	dnaJ_2			Chaperone protein DnaJ
NZP2234_01686	CDS	1005	cobS	6.6.1.2		Aerobic cobaltochelatase subunit CobS
NZP2234_01687	CDS	1899	cobT	6.6.1.2		Aerobic cobaltochelatase subunit CobT
NZP2234_01688	CDS	1029				hypothetical protein
NZP2234_01689	CDS	429				hypothetical protein
NZP2234_01690	CDS	489				hypothetical protein
NZP2234_01691	CDS	675	speE_2	2.5.1.16		Polyamine aminopropyltransferase
NZP2234_01692	CDS	681	yhhQ		COG1738	Queuosine precursor transporter
NZP2234_01693	CDS	297	rpmB		COG0227	50S ribosomal protein L28
NZP2234_01694	CDS	789				hypothetical protein
NZP2234_01695	CDS	915	yddG_1		COG0697	Aromatic amino acid exporter YddG
NZP2234_01696	CDS	675				hypothetical protein
NZP2234_01697	CDS	441				hypothetical protein
NZP2234_01698	CDS	768	gloB_2	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
NZP2234_01699	CDS	789				hypothetical protein
NZP2234_01700	CDS	1815	yddA_1		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
NZP2234_01701	CDS	798				hypothetical protein
NZP2234_01702	CDS	321				hypothetical protein
NZP2234_01703	CDS	615	metXA_1		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
NZP2234_01704	CDS	1170	metXA_2	2.3.1.31	COG2021	Homoserine O-acetyltransferase
NZP2234_01705	CDS	1110	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
NZP2234_01706	CDS	924	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
NZP2234_01707	CDS	930	yihV_1	2.7.1.184		Sulfofructose kinase
NZP2234_01708	CDS	999				hypothetical protein
NZP2234_01709	CDS	522	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
NZP2234_01710	CDS	948	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
NZP2234_01711	CDS	627				hypothetical protein
NZP2234_01712	CDS	789				hypothetical protein
NZP2234_01713	CDS	906	dmlR_3			HTH-type transcriptional regulator DmlR
NZP2234_01714	CDS	552				hypothetical protein
NZP2234_01715	CDS	471				hypothetical protein
NZP2234_01716	CDS	633				hypothetical protein
NZP2234_01717	CDS	726				hypothetical protein
NZP2234_01718	CDS	993				hypothetical protein
NZP2234_01719	CDS	660	ftsE		COG2884	Cell division ATP-binding protein FtsE
NZP2234_01720	CDS	645				hypothetical protein
NZP2234_01721	CDS	543	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
NZP2234_01722	CDS	372	cpdR_1			Response regulator receiver protein CpdR
NZP2234_01723	CDS	948	ribN_3			Riboflavin transporter
NZP2234_01724	CDS	882	yofA		COG0583	HTH-type transcriptional regulator YofA
NZP2234_01725	CDS	372				hypothetical protein
NZP2234_01726	CDS	2601				hypothetical protein
