locus_tag	ftype	length_bp	gene	EC_number	COG	product
R88B_01647	CDS	1041	xylF		COG4213	D-xylose-binding periplasmic protein
R88B_01648	CDS	1353	xylH_1		COG4214	Xylose transport system permease protein XylH
R88B_01649	CDS	798	frcA_2	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
R88B_01650	CDS	1626				hypothetical protein
R88B_01651	CDS	246				hypothetical protein
R88B_01652	CDS	327				hypothetical protein
R88B_01653	CDS	177				hypothetical protein
R88B_01654	CDS	1035				hypothetical protein
R88B_01655	CDS	165				hypothetical protein
R88B_01656	CDS	795	phyR			Phyllosphere-induced regulator PhyR
R88B_01657	CDS	204				hypothetical protein
R88B_01658	CDS	552	ecfG_1			ECF RNA polymerase sigma factor EcfG
R88B_01659	CDS	381				hypothetical protein
R88B_01660	CDS	762	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
R88B_01661	CDS	327				hypothetical protein
R88B_01662	CDS	459				hypothetical protein
R88B_01663	CDS	1614				hypothetical protein
R88B_01664	CDS	174				hypothetical protein
R88B_01665	CDS	921	yegS_1	2.7.1.-		lipid kinase YegS
R88B_01666	CDS	1284				hypothetical protein
R88B_01667	CDS	1572		3.1.4.-		Multifunctional alkaline phosphatase superfamily protein pRL90232
R88B_01668	CDS	330	mhqE	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqE
R88B_01669	CDS	414	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
R88B_01670	CDS	621	mhqD_1	3.1.-.-	COG0400	Putative hydrolase MhqD
R88B_01671	CDS	300	yjdJ		COG2388	Uncharacterized protein YjdJ
R88B_01672	CDS	1059				hypothetical protein
R88B_01673	CDS	261				hypothetical protein
R88B_01674	CDS	1260	gcvT_2	2.1.2.10		Aminomethyltransferase
R88B_01675	CDS	1566			COG1233	Uncharacterized protein Rv0897c
R88B_01676	CDS	1620	crtI_2	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
R88B_01677	CDS	795	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
R88B_01678	CDS	687	betI_3		COG1309	HTH-type transcriptional regulator BetI
R88B_01679	CDS	1083	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
R88B_01680	CDS	1077	potD_3		COG0687	Spermidine/putrescine-binding periplasmic protein
R88B_01681	CDS	1311		1.4.5.-		L-amino acid dehydrogenase
R88B_01682	CDS	1134	potA_3	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
R88B_01683	CDS	822	ydcV_3			Inner membrane ABC transporter permease protein YdcV
R88B_01684	CDS	918	potB_2		COG1176	Spermidine/putrescine transport system permease protein PotB
R88B_01685	CDS	1419	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
R88B_01686	CDS	375				hypothetical protein
R88B_01687	CDS	1038	yhdN_2	1.1.1.-	COG0667	Aldo-keto reductase YhdN
R88B_01688	CDS	756	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
R88B_01689	CDS	618				hypothetical protein
R88B_01690	CDS	1203	hcaE_2	1.14.12.19		3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
R88B_01691	CDS	411				hypothetical protein
R88B_01692	CDS	2034	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
R88B_01693	CDS	774	ompR_1			Transcriptional regulatory protein OmpR
R88B_01694	CDS	696	ompR_2			Transcriptional regulatory protein OmpR
R88B_01695	CDS	168				hypothetical protein
R88B_01696	CDS	333				hypothetical protein
R88B_01697	CDS	456				hypothetical protein
R88B_01698	CDS	3084	bepE_1			Efflux pump membrane transporter BepE
R88B_01699	CDS	1308	mdtA_2			Multidrug resistance protein MdtA
R88B_01700	CDS	570				hypothetical protein
R88B_01701	CDS	1080	ugpC_3	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
R88B_01702	CDS	939	ydjH_2	2.7.1.-	COG0524	Uncharacterized sugar kinase YdjH
R88B_01703	CDS	1017				hypothetical protein
R88B_01704	CDS	846	sugB_2		COG0395	Trehalose transport system permease protein SugB
R88B_01705	CDS	885	ycjO_1		COG1175	Inner membrane ABC transporter permease protein YcjO
R88B_01706	CDS	1239				hypothetical protein
R88B_01707	CDS	1215	nagC_1		COG1940	N-acetylglucosamine repressor
R88B_01708	CDS	1611	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
R88B_01709	CDS	1161				hypothetical protein
R88B_01710	CDS	789	adc_1	4.1.1.4	COG4689	Probable acetoacetate decarboxylase
R88B_01711	CDS	789	bdhA_2	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
R88B_01712	CDS	1686	gsiA_3	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
R88B_01713	CDS	840	ddpC_4		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
R88B_01714	CDS	939	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
R88B_01715	CDS	1533	hbpA_1		COG0747	Heme-binding protein A
R88B_01716	CDS	1449	nylA_2	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
R88B_01717	CDS	951				hypothetical protein
R88B_01718	CDS	399				hypothetical protein
R88B_01719	CDS	1071	rbsR_2		COG1609	Ribose operon repressor
R88B_01720	CDS	774	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
R88B_01721	CDS	1329				hypothetical protein
R88B_01722	CDS	1029	acoA_2	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
R88B_01723	CDS	999	bfmBAB_2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
R88B_01724	CDS	1377	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
R88B_01725	CDS	987			COG1840	Uncharacterized protein HI_0131
R88B_01726	CDS	1704				hypothetical protein
R88B_01727	CDS	1080	btuD_6	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
R88B_01728	CDS	1167				hypothetical protein
R88B_01729	CDS	750	surE_1	3.1.3.5		5'/3'-nucleotidase SurE
R88B_01730	CDS	1167				hypothetical protein
R88B_01731	CDS	1065				hypothetical protein
R88B_01732	CDS	705	gph_3	3.1.3.18		Phosphoglycolate phosphatase
R88B_01733	CDS	642				hypothetical protein
R88B_01734	CDS	438				hypothetical protein
R88B_01735	CDS	762				hypothetical protein
R88B_01736	CDS	999	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
R88B_01737	CDS	381	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
R88B_01738	CDS	1980	ptsI_2	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
R88B_01739	CDS	801				hypothetical protein
R88B_01740	CDS	1017	deoR_1		COG2390	Deoxyribonucleoside regulator
R88B_01741	CDS	852		3.1.3.21	COG0647	D,L-glycerol 3-phosphate phosphatase
R88B_01742	CDS	1275	PSK	2.7.1.47	COG1070	D-ribulose kinase
R88B_01743	CDS	1044				hypothetical protein
R88B_01744	CDS	780	ulaR_1		COG1349	HTH-type transcriptional regulator UlaR
R88B_01745	CDS	1380				hypothetical protein
R88B_01746	CDS	1545	rbsA_3	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
R88B_01747	CDS	999	rbsC_7		COG1172	Ribose import permease protein RbsC
R88B_01748	CDS	939	thpA_1		COG1879	D-threitol-binding protein
R88B_01749	CDS	894		5.1.3.31	COG1082	L-ribulose 3-epimerase
R88B_01750	CDS	354				hypothetical protein
R88B_01751	CDS	642				hypothetical protein
R88B_01752	CDS	888	ytnP	3.1.1.-	COG0491	Probable quorum-quenching lactonase YtnP
R88B_01753	CDS	567	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
R88B_01754	CDS	1293	mco	1.-.-.-		Multicopper oxidase mco
R88B_01755	CDS	345				hypothetical protein
R88B_01756	CDS	1068			COG0664	Cyclic nucleotide-gated potassium channel mll3241
R88B_01757	CDS	1155				hypothetical protein
R88B_01758	CDS	1182				hypothetical protein
R88B_01759	CDS	1245	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
R88B_01760	CDS	1137	murG_1	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
R88B_01761	CDS	675				hypothetical protein
R88B_01762	CDS	2715				hypothetical protein
R88B_01763	CDS	450		2.3.1.-	COG0454	Acetyltransferase Pat
R88B_01764	CDS	855	rbn_1	3.1.26.11		Ribonuclease BN
R88B_01765	CDS	777				hypothetical protein
R88B_01766	CDS	1089	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
R88B_01767	CDS	1167				hypothetical protein
R88B_01768	CDS	1275	wbpA_1	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
R88B_01769	CDS	1341				hypothetical protein
R88B_01770	CDS	1896	gsiA_4	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
R88B_01771	CDS	1899				hypothetical protein
R88B_01772	CDS	999	dppB_5		COG0601	Dipeptide transport system permease protein DppB
R88B_01773	CDS	1182				hypothetical protein
R88B_01774	CDS	480				hypothetical protein
R88B_01775	CDS	1416				hypothetical protein
R88B_01776	CDS	861				hypothetical protein
R88B_01777	CDS	519	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
R88B_01778	CDS	1386				hypothetical protein
R88B_01779	CDS	1770				hypothetical protein
R88B_01780	CDS	3300				hypothetical protein
R88B_01781	CDS	681				hypothetical protein
R88B_01782	CDS	2232				hypothetical protein
R88B_01783	CDS	2220				hypothetical protein
R88B_01784	CDS	165				hypothetical protein
R88B_01785	tRNA	77				tRNA-Arg(cct)
R88B_01786	CDS	1164	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
R88B_01787	CDS	1164				hypothetical protein
R88B_01788	CDS	1110	yjiA_2		COG0523	Uncharacterized GTP-binding protein YjiA
R88B_01789	CDS	243	tusA		COG0425	Sulfur carrier protein TusA
R88B_01790	CDS	1320				hypothetical protein
R88B_01791	CDS	996	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
R88B_01792	CDS	918	xerD_1			Tyrosine recombinase XerD
R88B_01793	CDS	153				hypothetical protein
R88B_01794	CDS	684	aroK	2.7.1.71		Shikimate kinase
R88B_01795	CDS	1137	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
R88B_01796	CDS	885	yfjD		COG4536	UPF0053 inner membrane protein YfjD
R88B_01797	CDS	801				hypothetical protein
R88B_01798	CDS	1554	ilvX	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvX
R88B_01799	CDS	303	bolA		COG0271	DNA-binding transcriptional regulator BolA
R88B_01800	CDS	645	dnaJ_2			Chaperone protein DnaJ
R88B_01801	CDS	1005	cobS	6.6.1.2		Aerobic cobaltochelatase subunit CobS
R88B_01802	CDS	387				hypothetical protein
R88B_01803	CDS	1899	cobT	6.6.1.2		Aerobic cobaltochelatase subunit CobT
R88B_01804	CDS	1020				hypothetical protein
R88B_01805	CDS	348				hypothetical protein
R88B_01806	CDS	486				hypothetical protein
R88B_01807	CDS	591	speE	2.5.1.16		Polyamine aminopropyltransferase
R88B_01808	CDS	681	yhhQ		COG1738	Queuosine precursor transporter
R88B_01809	CDS	297	rpmB		COG0227	50S ribosomal protein L28
R88B_01810	CDS	789				hypothetical protein
R88B_01811	CDS	915	yddG		COG0697	Aromatic amino acid exporter YddG
R88B_01812	CDS	675				hypothetical protein
R88B_01813	CDS	441				hypothetical protein
R88B_01814	CDS	768	gloB_2	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
R88B_01815	CDS	783				hypothetical protein
R88B_01816	CDS	1827	yddA_1		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
R88B_01817	CDS	795				hypothetical protein
R88B_01818	CDS	924				hypothetical protein
R88B_01819	CDS	321				hypothetical protein
R88B_01820	CDS	615	metXA_1		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
R88B_01821	CDS	1170	metXA_2	2.3.1.31	COG2021	Homoserine O-acetyltransferase
R88B_01822	CDS	1110	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
R88B_01823	CDS	924	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
R88B_01824	CDS	924	yihV_1	2.7.1.184		Sulfofructose kinase
R88B_01825	CDS	999				hypothetical protein
R88B_01826	CDS	531	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
R88B_01827	CDS	981		1.1.1.1		Alcohol dehydrogenase
R88B_01828	CDS	975	rhaR_2			HTH-type transcriptional activator RhaR
R88B_01829	CDS	948	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
R88B_01830	CDS	627				hypothetical protein
R88B_01831	CDS	789	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
R88B_01832	CDS	903	pgrR_3			HTH-type transcriptional regulator PgrR
R88B_01833	CDS	471				hypothetical protein
R88B_01834	CDS	633				hypothetical protein
R88B_01835	CDS	726				hypothetical protein
R88B_01836	CDS	987				hypothetical protein
R88B_01837	CDS	660	ftsE		COG2884	Cell division ATP-binding protein FtsE
R88B_01838	CDS	435				hypothetical protein
R88B_01839	CDS	543	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
R88B_01840	CDS	372	cpdR_1			Response regulator receiver protein CpdR
R88B_01841	CDS	1602	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
R88B_01842	CDS	951	ribN_3			Riboflavin transporter
R88B_01843	CDS	864	gltC_1			HTH-type transcriptional regulator GltC
R88B_01844	CDS	372				hypothetical protein
R88B_01845	CDS	2589				hypothetical protein
R88B_01846	CDS	942	psdht	4.2.1.-		Phenylserine dehydratase
R88B_01847	CDS	1269	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
R88B_01848	CDS	207				hypothetical protein
R88B_01849	CDS	1401	argH_1	4.3.2.1	COG0165	Argininosuccinate lyase
R88B_01850	CDS	681	tlpA		COG0526	Thiol:disulfide interchange protein TlpA
R88B_01851	CDS	2451			COG2199	Uncharacterized signaling protein CC_0091
R88B_01852	CDS	1353	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
R88B_01853	CDS	885	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
R88B_01854	CDS	915	lacG			Lactose transport system permease protein LacG
R88B_01855	CDS	1101	ugpC_4	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
R88B_01856	CDS	1083	fbpC2	3.6.3.30	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
R88B_01857	CDS	1512				hypothetical protein
R88B_01858	CDS	1098	fbpA			Fe(3+)-binding periplasmic protein
R88B_01859	CDS	537	sigF			ECF RNA polymerase sigma factor SigF
R88B_01860	CDS	639	nrsF			Anti-sigma-F factor NrsF
R88B_01861	CDS	2004	dgcE	2.7.7.65	COG2202	Probable diguanylate cyclase DgcE
R88B_01862	CDS	879	mmgB	1.1.1.157	COG1250	Probable 3-hydroxybutyryl-CoA dehydrogenase
R88B_01863	CDS	930	etfA		COG2025	Electron transfer flavoprotein subunit alpha
R88B_01864	CDS	750	etfB			Electron transfer flavoprotein subunit beta
R88B_01865	CDS	801				hypothetical protein
R88B_01866	CDS	582		2.5.1.17	COG2096	Cob(I)yrinic acid a,c-diamide adenosyltransferase
R88B_01867	CDS	192				hypothetical protein
R88B_01868	CDS	876				hypothetical protein
R88B_01869	CDS	852				hypothetical protein
R88B_01870	CDS	903				hypothetical protein
R88B_01871	CDS	876	gltX1_1	6.1.1.17		Glutamate--tRNA ligase 1
R88B_01872	CDS	642				hypothetical protein
R88B_01873	CDS	558				hypothetical protein
R88B_01874	CDS	603	dsbB			Disulfide bond formation protein B
R88B_01875	CDS	585				hypothetical protein
R88B_01876	tRNA	85				tRNA-Leu(caa)
R88B_01877	CDS	792				hypothetical protein
R88B_01878	CDS	681				hypothetical protein
R88B_01879	CDS	1173				hypothetical protein
R88B_01880	CDS	942				hypothetical protein
R88B_01881	CDS	1281				hypothetical protein
R88B_01882	CDS	1401				hypothetical protein
R88B_01883	CDS	2733	secA		COG0653	Protein translocase subunit SecA
R88B_01884	CDS	930		5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase HP_0175
R88B_01885	CDS	603				Uncharacterized HTH-type transcriptional regulator Rv1556
R88B_01886	CDS	1227				hypothetical protein
R88B_01887	CDS	1242	argJ			Arginine biosynthesis bifunctional protein ArgJ
R88B_01888	CDS	753				hypothetical protein
R88B_01889	CDS	423	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
R88B_01890	CDS	315				hypothetical protein
R88B_01891	CDS	186				hypothetical protein
R88B_01892	CDS	873				hypothetical protein
R88B_01893	CDS	801				hypothetical protein
R88B_01894	CDS	270	grxC		COG0695	Glutaredoxin 3
R88B_01895	CDS	867	nit1	3.5.1.-		Deaminated glutathione amidase
R88B_01896	CDS	426				hypothetical protein
R88B_01897	CDS	486	marR		COG1846	Multiple antibiotic resistance protein MarR
R88B_01898	CDS	891				hypothetical protein
R88B_01899	CDS	750	ubiG_1	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
R88B_01900	CDS	1839	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
R88B_01901	CDS	1254		2.7.2.4	COG0527	Aspartate kinase
R88B_01902	CDS	2271	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
R88B_01903	CDS	1014	prfA		COG0216	Peptide chain release factor RF1
R88B_01904	CDS	879	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
R88B_01905	CDS	954				hypothetical protein
R88B_01906	CDS	2607	clpB			Chaperone protein ClpB
R88B_01907	CDS	363				hypothetical protein
R88B_01908	CDS	1620				hypothetical protein
R88B_01909	CDS	684				Potassium channel Cha6605_3372
R88B_01910	CDS	1560	stp_2			Multidrug resistance protein Stp
R88B_01911	CDS	2058				hypothetical protein
R88B_01912	rRNA	1482				16S ribosomal RNA
R88B_01913	tRNA	77				tRNA-Ile(gat)
R88B_01914	tRNA	76				tRNA-Ala(tgc)
R88B_01915	rRNA	2814				23S ribosomal RNA
R88B_01916	rRNA	110				5S ribosomal RNA
R88B_01917	tRNA	77				tRNA-Met(cat)
R88B_01918	CDS	267				hypothetical protein
R88B_01919	CDS	468				hypothetical protein
R88B_01920	rRNA	1482				16S ribosomal RNA
R88B_01921	tRNA	77				tRNA-Ile(gat)
R88B_01922	tRNA	76				tRNA-Ala(tgc)
R88B_01923	rRNA	2814				23S ribosomal RNA
R88B_01924	rRNA	110				5S ribosomal RNA
R88B_01925	tRNA	77				tRNA-Met(cat)
R88B_01926	CDS	327				hypothetical protein
R88B_01927	CDS	1617	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
R88B_01928	CDS	918	pgrR_4			HTH-type transcriptional regulator PgrR
R88B_01929	CDS	645				hypothetical protein
R88B_01930	CDS	612				hypothetical protein
R88B_01931	CDS	804				hypothetical protein
R88B_01932	CDS	783	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
R88B_01933	CDS	1077	potA_4	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
R88B_01934	CDS	801	ycjP_2		COG0395	Inner membrane ABC transporter permease protein YcjP
R88B_01935	CDS	861	potH_1		COG1176	Putrescine transport system permease protein PotH
R88B_01936	CDS	1005				hypothetical protein
R88B_01937	CDS	1470	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
R88B_01938	CDS	1038	fgd_2	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
R88B_01939	CDS	1800	rutF_2	1.5.1.42		FMN reductase (NADH) RutF
R88B_01940	CDS	588				hypothetical protein
R88B_01941	CDS	675	nanR_1			Transcriptional regulator NanR
R88B_01942	CDS	1422	nanK_1	2.7.1.60		N-acetylmannosamine kinase
R88B_01943	CDS	909	lacD	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase
R88B_01944	CDS	900	sorC		COG2390	Sorbitol operon regulator
R88B_01945	CDS	978	rbsB_2		COG1879	Ribose import binding protein RbsB
R88B_01946	CDS	1062	rbsC_8		COG1172	Ribose import permease protein RbsC
R88B_01947	CDS	756	frcA_3	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
R88B_01948	CDS	783	gsiA_5	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
R88B_01949	CDS	1011	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
R88B_01950	CDS	831	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
R88B_01951	CDS	984	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
R88B_01952	CDS	1611	appA			Oligopeptide-binding protein AppA
R88B_01953	CDS	1191	map_2	3.4.11.18		Methionine aminopeptidase
R88B_01954	CDS	420				hypothetical protein
R88B_01955	CDS	852				hypothetical protein
R88B_01956	CDS	1197				hypothetical protein
R88B_01957	CDS	597				hypothetical protein
R88B_01958	CDS	1317				hypothetical protein
R88B_01959	CDS	948	ycjO_2		COG1175	Inner membrane ABC transporter permease protein YcjO
R88B_01960	CDS	960				hypothetical protein
R88B_01961	CDS	225				hypothetical protein
R88B_01962	CDS	1104	ugpC_5	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
R88B_01963	CDS	1086	sugC_2	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
R88B_01964	CDS	432				hypothetical protein
R88B_01965	CDS	972			COG3039	IS5 family transposase IS4811
R88B_01966	CDS	1215	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
R88B_01967	CDS	579				hypothetical protein
R88B_01968	CDS	909				hypothetical protein
R88B_01969	CDS	348				hypothetical protein
R88B_01970	CDS	1293	cnbH_1	3.5.99.5		2-amino-5-chloromuconic acid deaminase
R88B_01971	CDS	378				hypothetical protein
R88B_01972	CDS	987	ghrB_1	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
R88B_01973	CDS	720	lutR_1		COG2186	HTH-type transcriptional regulator LutR
R88B_01974	CDS	1170	gci	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
R88B_01975	CDS	888				hypothetical protein
R88B_01976	CDS	1056	iolE_2	4.2.1.44		Inosose dehydratase
R88B_01977	CDS	1188	iolG_3	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
R88B_01978	CDS	852		5.1.3.31		D-tagatose 3-epimerase
R88B_01979	CDS	1368				hypothetical protein
R88B_01980	CDS	1005				hypothetical protein
R88B_01981	CDS	909				hypothetical protein
R88B_01982	CDS	858	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
R88B_01983	CDS	711				hypothetical protein
R88B_01984	CDS	618	vat	2.3.1.-		Virginiamycin A acetyltransferase
R88B_01985	CDS	708	phnL_1	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
R88B_01986	CDS	777	phnK_1		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
R88B_01987	CDS	897	phnJ_1	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
R88B_01988	CDS	264				hypothetical protein
R88B_01989	CDS	420	fosX			Fosfomycin resistance protein FosX
R88B_01990	CDS	1113	phnI_1	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
R88B_01991	CDS	612	phnH_1	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
R88B_01992	CDS	462	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
R88B_01993	CDS	750	phnF_1		COG2188	Probable transcriptional regulator PhnF
R88B_01994	CDS	1017	lgoD_1	1.1.1.-	COG1063	L-galactonate-5-dehydrogenase
R88B_01995	CDS	966	rbsC_9		COG1172	Ribose import permease protein RbsC
R88B_01996	CDS	1524	mglA_5	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
R88B_01997	CDS	996	alsB_1		COG1879	D-allose-binding periplasmic protein
R88B_01998	CDS	999	pld1_1	1.1.1.107		Pyridoxal 4-dehydrogenase
R88B_01999	CDS	1506	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
R88B_02000	CDS	915	lgoR_1		COG1802	Probable HTH-type transcriptional regulator LgoR
R88B_02001	CDS	357				hypothetical protein
R88B_02002	CDS	546				hypothetical protein
R88B_02003	CDS	519				hypothetical protein
R88B_02004	CDS	1638	ycnJ		COG1276	Copper transport protein YcnJ
R88B_02005	CDS	1428	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
R88B_02006	CDS	1044	rafR_2			HTH-type transcriptional regulator RafR
R88B_02007	CDS	1257				Probable sugar-binding periplasmic protein
R88B_02008	CDS	897				hypothetical protein
R88B_02009	CDS	924	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
R88B_02010	CDS	1101	ugpC_6	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
R88B_02011	CDS	747				hypothetical protein
R88B_02012	CDS	1143	iolG_4	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
R88B_02013	CDS	1047	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
R88B_02014	CDS	1098				hypothetical protein
R88B_02015	CDS	1089				hypothetical protein
R88B_02016	CDS	1830				hypothetical protein
R88B_02017	CDS	1686				hypothetical protein
R88B_02018	CDS	3006				hypothetical protein
R88B_02019	CDS	708				hypothetical protein
R88B_02020	CDS	381				hypothetical protein
R88B_02021	CDS	2202				hypothetical protein
R88B_02022	CDS	405	zur		COG0735	Zinc uptake regulation protein
R88B_02023	CDS	3000	polA	2.7.7.7	COG0258	DNA polymerase I
R88B_02024	CDS	1386	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
R88B_02025	CDS	621	rnd_1	3.1.13.5		Ribonuclease D
R88B_02026	CDS	213				hypothetical protein
R88B_02027	CDS	255				hypothetical protein
R88B_02028	CDS	147				hypothetical protein
R88B_02029	CDS	1005				hypothetical protein
R88B_02030	CDS	2286	mtgA_2	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
R88B_02031	CDS	753	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
R88B_02032	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
R88B_02033	CDS	921		1.1.1.1		Alcohol dehydrogenase
R88B_02034	CDS	813	nimR			HTH-type transcriptional regulator NimR
R88B_02035	CDS	1788	ybaL		COG1226	Putative cation/proton antiporter YbaL
R88B_02036	CDS	1521	cysG		COG0007	Siroheme synthase
R88B_02037	CDS	294				hypothetical protein
R88B_02038	CDS	1671	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
R88B_02039	CDS	765	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
R88B_02040	CDS	534				hypothetical protein
R88B_02041	CDS	432	betA_2	1.2.1.8		Oxygen-dependent choline dehydrogenase
R88B_02042	CDS	1173	alkJ_2	1.1.99.-		Alcohol dehydrogenase [acceptor]
R88B_02043	CDS	621	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
